Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
MNI_MNI.img - 0	SOG_L	2449	56.8674	200.2987	120.7753	25.5038	
MNI_MNI.img - 0	SOG_R	2333	42.4753	177.5459	115.7366	23.4048	
MNI_MNI.img - 0	MOG_L	12171	34.7337	173.0822	107.8193	25.9833	
MNI_MNI.img - 0	MOG_R	11994	28.9083	182.1651	107.3940	24.6369	
MNI_MNI.img - 0	IOG_L	3669	38.2849	173.3936	105.6950	26.3209	
MNI_MNI.img - 0	IOG_R	5087	31.4360	164.1537	102.9446	24.5839	
MNI_MNI.img - 0	Cu_L	5731	37.6796	175.0360	114.1165	24.8872	
MNI_MNI.img - 0	Cu_R	5203	39.6312	184.8370	112.5671	23.8835	
MNI_MNI.img - 0	LG_L	9959	25.2750	182.6626	108.4518	25.9155	
MNI_MNI.img - 0	LG_R	10553	24.8784	177.0329	107.8771	24.5225	
MNI_MNI.img - 0	rostral_ACC_L	2977	40.5572	167.8661	95.3040	22.7693	
MNI_MNI.img - 0	rostral_ACC_R	3541	43.2629	168.0606	93.4013	22.5389	
MNI_MNI.img - 0	subcallosal_ACC_L	458	59.9666	160.2657	97.2481	23.4825	
MNI_MNI.img - 0	subcallosal_ACC_R	638	56.7119	157.1285	99.1815	23.3465	
MNI_MNI.img - 0	subgenual_ACC_L	1840	67.1920	176.7712	114.3809	21.0986	
MNI_MNI.img - 0	subgenual_ACC_R	1860	52.1671	191.7183	110.9114	22.7357	
MNI_MNI.img - 0	dorsal_ACC_L	12354	25.9378	177.0804	103.3480	22.6042	
MNI_MNI.img - 0	dorsal_ACC_R	12033	37.1887	165.3554	100.5405	22.3892	
MNI_MNI.img - 0	PCC_L	8386	29.9783	186.6449	106.3638	24.9885	
MNI_MNI.img - 0	PCC_R	10095	26.7758	177.1021	102.4414	23.2802	
MNI_MNI.img - 0	Insula_L	9225	40.4588	163.1078	105.1501	20.9067	
MNI_MNI.img - 0	Insula_R	8718	48.3830	170.5390	111.4667	22.2043	
MNI_MNI.img - 0	Amyg_L	1806	76.2051	172.0664	111.2090	14.9650	
MNI_MNI.img - 0	Amyg_R	1910	83.6283	159.4301	115.5881	14.6610	
MNI_MNI.img - 0	Hippo_L	4637	49.0066	175.4077	104.2954	19.1702	
MNI_MNI.img - 0	Hippo_R	4583	51.6447	163.4506	107.4276	18.2379	
MNI_MNI.img - 0	Caud_L	4043	80.4292	186.2568	129.6144	19.0174	
MNI_MNI.img - 0	Caud_R	4224	82.5775	186.1286	130.0924	19.5924	
MNI_MNI.img - 0	Put_L	5756	89.1454	183.5150	148.5979	15.5170	
MNI_MNI.img - 0	Put_R	5772	82.8235	186.0264	151.4344	15.2333	
MNI_MNI.img - 0	GP_L	1453	157.0869	216.6713	189.1712	10.2908	
MNI_MNI.img - 0	GP_R	1425	152.8018	218.8680	190.2189	10.5043	
MNI_MNI.img - 0	Thalamus_L	6967	117.8069	202.5743	163.5141	15.5783	
MNI_MNI.img - 0	Thalamus_R	6930	114.5473	204.0684	161.5153	16.8637	
MNI_MNI.img - 0	HypoThalamus_L	594	88.3957	188.5779	143.0300	18.1032	
MNI_MNI.img - 0	HypoThalamus_R	714	108.4266	193.6320	151.1701	19.5566	
MNI_MNI.img - 0	BasalForebrain_L	320	106.7234	211.6453	170.3578	18.5755	
MNI_MNI.img - 0	BasalForebrain_R	279	100.4368	209.8083	170.8049	20.2210	
MNI_MNI.img - 0	NucAccumbens_L	676	107.9114	179.7844	135.6512	14.0806	
MNI_MNI.img - 0	NucAccumbens_R	848	105.0220	182.0311	136.9439	15.5306	
MNI_MNI.img - 0	RedNc_L	383	192.7690	219.2361	205.8056	5.2795	
MNI_MNI.img - 0	RedNc_R	404	192.5550	220.6058	206.3228	5.7479	
MNI_MNI.img - 0	Snigra_L	367	189.7973	225.7631	207.8358	6.2552	
MNI_MNI.img - 0	Snigra_R	320	192.8978	222.1183	209.4657	5.3915	
MNI_MNI.img - 0	CerebellumGM_R	54312	37.1814	198.4759	118.4770	22.0576	
MNI_MNI.img - 0	CerebellumGM_L	53661	27.1158	204.1574	116.7149	22.8232	
MNI_MNI.img - 0	CP_L	2768	151.5283	238.1416	198.2886	15.3978	
MNI_MNI.img - 0	CP_R	2938	153.5278	238.2633	200.7211	14.1586	
MNI_MNI.img - 0	Midbrain_L	2862	126.1356	235.7810	183.3952	15.9919	
MNI_MNI.img - 0	Midbrain_R	2890	115.9245	227.7410	181.7205	17.7967	
MNI_MNI.img - 0	CST_L	1417	174.1551	219.9419	198.2213	7.2678	
MNI_MNI.img - 0	CST_R	1376	179.8207	221.8043	198.0942	6.0454	
MNI_MNI.img - 0	SCP_L	1036	116.6742	220.3128	179.6695	17.8798	
MNI_MNI.img - 0	SCP_R	1140	128.0890	222.7520	184.9264	16.7276	
MNI_MNI.img - 0	MCP_L	3415	147.8078	221.1669	191.2744	11.6088	
MNI_MNI.img - 0	MCP_R	3564	140.8828	223.1116	190.9661	11.9190	
MNI_MNI.img - 0	PCT_L	1028	175.8140	225.1376	202.0681	7.5759	
MNI_MNI.img - 0	PCT_R	894	183.2291	226.7955	201.8605	7.6528	
MNI_MNI.img - 0	ICP_L	822	158.9711	225.6097	189.9509	12.5338	
MNI_MNI.img - 0	ICP_R	728	150.2976	216.6202	187.5621	11.9710	
MNI_MNI.img - 0	ML_L	889	171.6203	223.2853	193.2768	7.5030	
MNI_MNI.img - 0	ML_R	1012	176.5579	215.2258	195.3224	7.1378	
MNI_MNI.img - 0	Pons_L	393	149.2026	223.6678	191.4918	12.1082	
MNI_MNI.img - 0	Pons_R	792	136.1940	229.3414	180.9316	12.2007	
MNI_MNI.img - 0	Medulla_L	1959	0.0000e+000	225.0844	170.9068	37.7610	
MNI_MNI.img - 0	Medulla_R	2172	0.0000e+000	227.3000	171.8019	33.3715	
MNI_MNI.img - 0	ACR_L	12546	157.0836	216.5862	195.1594	6.3343	
MNI_MNI.img - 0	ACR_R	14222	175.4816	220.2263	195.8613	5.4197	
MNI_MNI.img - 0	SCR_L	18265	173.7288	220.0156	196.4788	5.2913	
MNI_MNI.img - 0	SCR_R	16094	130.4571	222.7363	196.2383	5.1290	
MNI_MNI.img - 0	PCR_L	6883	183.0898	214.5966	197.0957	4.4312	
MNI_MNI.img - 0	PCR_R	5860	178.6440	213.7298	196.9555	4.6807	
MNI_MNI.img - 0	GCC_L	3314	139.9600	217.9996	192.8167	9.8589	
MNI_MNI.img - 0	GCC_R	3671	142.7243	219.6951	193.0473	9.7954	
MNI_MNI.img - 0	BCC_L	4015	128.6830	218.1261	189.7034	12.8345	
MNI_MNI.img - 0	BCC_R	4374	118.1458	222.3676	188.4756	15.3228	
MNI_MNI.img - 0	SCC_L	6971	123.5462	229.6718	193.6308	10.7998	
MNI_MNI.img - 0	SCC_R	7053	124.5203	234.0877	193.9984	11.7357	
MNI_MNI.img - 0	PVWl_L	347	105.9913	195.9723	156.7161	22.6477	
MNI_MNI.img - 0	PVWl_R	289	102.5826	195.1109	152.6655	24.4729	
MNI_MNI.img - 0	ALIC_L	2117	156.0579	226.1440	193.2589	11.2124	
MNI_MNI.img - 0	ALIC_R	2302	164.6608	224.8264	196.1941	10.8290	
MNI_MNI.img - 0	PLIC_L	3621	168.9093	230.8983	198.0382	9.3505	
MNI_MNI.img - 0	PLIC_R	3537	170.9147	224.7638	198.7883	7.7962	
MNI_MNI.img - 0	RLIC_L	3157	174.9726	225.6047	200.1377	7.9724	
MNI_MNI.img - 0	RLIC_R	3467	177.4172	227.1528	201.3837	7.4737	
MNI_MNI.img - 0	EC_L	3520	133.6304	207.1349	170.6084	13.1647	
MNI_MNI.img - 0	EC_R	3330	146.5555	218.7768	178.3977	12.4944	
MNI_MNI.img - 0	CGC_L	4024	138.7381	215.9914	184.5241	14.2849	
MNI_MNI.img - 0	CGC_R	3992	141.2569	213.1890	184.3316	13.8213	
MNI_MNI.img - 0	CGH_L	1439	142.3010	214.8233	183.1808	13.9498	
MNI_MNI.img - 0	CGH_R	1531	136.1660	217.1664	184.0417	15.1888	
MNI_MNI.img - 0	Fx/ST_L	1390	121.1576	219.6637	182.2075	17.2408	
MNI_MNI.img - 0	Fx/ST_R	1482	86.3773	224.1716	180.2586	20.2356	
MNI_MNI.img - 0	Fx_L	947	28.1317	231.1373	140.6148	32.1848	
MNI_MNI.img - 0	Fx_R	948	59.9364	197.0468	135.8059	24.8858	
MNI_MNI.img - 0	IFO_L	1771	134.9176	211.1835	175.2534	13.9194	
MNI_MNI.img - 0	IFO_R	1872	137.6013	224.7537	178.2860	14.0789	
MNI_MNI.img - 0	PTR_L	9225	163.6378	222.6070	197.6237	7.3202	
MNI_MNI.img - 0	PTR_R	6302	161.6139	217.2273	196.1962	7.8577	
MNI_MNI.img - 0	SS_L	3556	152.1151	218.6596	193.3914	9.3854	
MNI_MNI.img - 0	SS_R	4257	153.7314	219.3563	196.1277	9.6151	
MNI_MNI.img - 0	SFO_L	418	165.1034	224.1982	200.1443	13.5371	
MNI_MNI.img - 0	SFO_R	249	164.9088	221.7341	192.8422	13.1270	
MNI_MNI.img - 0	SLF_L	7823	175.3269	215.9532	196.6517	5.8074	
MNI_MNI.img - 0	SLF_R	9022	173.7885	220.4102	196.8818	5.2558	
MNI_MNI.img - 0	Cl_L	382	98.3782	168.2561	134.6972	14.7864	
MNI_MNI.img - 0	Cl_R	533	90.9138	174.3567	134.8182	15.1352	
MNI_MNI.img - 0	BasalForebrain_L	796	44.8943	211.0149	144.0695	28.0725	
MNI_MNI.img - 0	BasalForebrain_R	750	44.6248	216.3426	153.5159	33.9123	
MNI_MNI.img - 0	BasalForebrain_L	203	100.8771	222.8716	163.6838	27.8309	
MNI_MNI.img - 0	BasalForebrain_R	197	95.4699	206.1408	155.9098	22.9709	
MNI_MNI.img - 0	BasalForebrain_L	733	158.9447	217.6222	191.7066	10.0932	
MNI_MNI.img - 0	BasalForebrain_R	633	161.4975	217.1434	190.9954	9.2740	
MNI_MNI.img - 0	BasalForebrain_L	70	139.1755	189.4646	165.4678	13.2517	
MNI_MNI.img - 0	BasalForebrain_R	75	142.6753	188.6520	161.2570	10.2316	
MNI_MNI.img - 0	Mammillary_R	105	92.8449	183.8713	145.4800	16.7672	
MNI_MNI.img - 0	Mammillary_L	139	95.7666	194.2773	151.4160	18.1836	
MNI_MNI.img - 0	LV_Frontal_L	6265	10.8631	144.2662	50.7080	29.4592	
MNI_MNI.img - 0	LV_body_L	2744	12.4708	150.8387	52.8975	30.2880	
MNI_MNI.img - 0	LV_atrium_L	1994	12.1278	152.0488	49.1252	30.7244	
MNI_MNI.img - 0	LV_Occipital_L	221	28.6820	175.9578	110.4439	36.0837	
MNI_MNI.img - 0	LV_Inferior_L	1560	23.7166	171.1085	89.0437	28.3637	
MNI_MNI.img - 0	LV_Frontal_R	6974	9.0122	146.0094	46.4392	31.6441	
MNI_MNI.img - 0	LV_body_R	3388	10.0867	145.5002	45.6441	28.6516	
MNI_MNI.img - 0	LV_atrium_R	2457	8.4001	141.9260	44.5300	29.1849	
MNI_MNI.img - 0	LV_Occipital_R	271	43.9952	173.3707	130.2780	26.8116	
MNI_MNI.img - 0	LV_Inferior_R	1461	23.8301	165.3247	87.2768	28.7953	
MNI_MNI.img - 0	III_and_IV_ventricle	6696	12.2143	164.6838	74.3209	36.2101	
MNI_MNI.img - 0	PVWa_L	1243	83.1720	225.3377	157.9977	23.7554	
MNI_MNI.img - 0	PVWa_R	1090	82.9922	216.8456	156.7077	25.0714	
MNI_MNI.img - 0	PVWp_L	630	81.2975	196.8262	148.4957	22.8448	
MNI_MNI.img - 0	PVWp_R	770	83.4528	196.2730	145.6346	23.9681	
MNI_MNI.img - 0	SFWM_L	7559	138.5767	218.1323	186.3734	14.4238	
MNI_MNI.img - 0	SFWM_R	7500	136.7579	213.2860	186.1387	13.3399	
MNI_MNI.img - 0	SFWM_PFC_L	6795	135.3133	212.5765	184.1162	13.8797	
MNI_MNI.img - 0	SFWM_PFC_R	9785	140.6759	214.8232	187.9083	12.3234	
MNI_MNI.img - 0	SFWM_pole_L	292	141.2554	199.9389	169.1362	11.0471	
MNI_MNI.img - 0	SFWM_pole_R	698	148.9308	208.9966	175.4940	12.5454	
MNI_MNI.img - 0	MFWM_L	7376	137.7922	209.8649	181.2348	14.2120	
MNI_MNI.img - 0	MFWM_R	6485	134.2761	210.5131	184.0707	13.5694	
MNI_MNI.img - 0	MFWM_DPFC_L	3261	134.1754	211.4021	175.8671	13.9125	
MNI_MNI.img - 0	MFWM_DPFC_R	4267	140.8472	212.7993	179.9926	13.0876	
MNI_MNI.img - 0	IFWM_opercularis_L	2252	143.9478	210.6856	185.3113	13.4733	
MNI_MNI.img - 0	IFWM_opercularis_R	2823	152.3863	213.9282	190.9768	12.4006	
MNI_MNI.img - 0	IFWM_orbitalis_L	2679	147.4517	214.8692	188.8859	12.5412	
MNI_MNI.img - 0	IFWM_orbitalis_R	2411	146.2116	219.6865	187.6108	12.4804	
MNI_MNI.img - 0	IFWM_triangularis_L	3337	144.2401	210.4459	186.9752	11.9573	
MNI_MNI.img - 0	IFWM_triangularis_R	2474	149.6506	213.5012	189.7229	11.5450	
MNI_MNI.img - 0	LFOWM_L	1661	135.9202	216.2647	177.5921	14.3944	
MNI_MNI.img - 0	LFOWM_R	1579	134.5246	224.6745	178.0377	14.4667	
MNI_MNI.img - 0	MFOWM_L	1625	141.0468	215.3445	180.1405	15.3135	
MNI_MNI.img - 0	MFOWM_R	1324	137.4450	214.6493	175.9582	14.6119	
MNI_MNI.img - 0	RGWM_L	1640	135.0177	208.1570	174.9553	14.6350	
MNI_MNI.img - 0	RGWM_R	2275	136.7658	212.7245	178.9838	13.9735	
MNI_MNI.img - 0	PoCWM_L	9152	141.0010	217.0479	183.4796	13.2360	
MNI_MNI.img - 0	PoCWM_R	8776	130.4250	218.0239	182.7909	14.2367	
MNI_MNI.img - 0	PrCWM_L	12307	141.7960	212.4487	184.4649	13.1141	
MNI_MNI.img - 0	PrCWM_R	13586	109.2389	217.2998	186.6720	12.1052	
MNI_MNI.img - 0	SPWM_L	8088	146.0965	211.5206	190.0969	10.2668	
MNI_MNI.img - 0	SPWM_R	7268	153.3924	223.2191	192.3454	11.1112	
MNI_MNI.img - 0	SMWM_L	4143	141.0171	212.9030	181.6538	13.0527	
MNI_MNI.img - 0	SMWM_R	3627	148.4273	210.9993	184.3720	12.3761	
MNI_MNI.img - 0	AGWM_L	3940	141.7114	204.2813	181.1837	12.5654	
MNI_MNI.img - 0	AGWM_R	4931	142.3231	212.3206	182.0277	13.3390	
MNI_MNI.img - 0	PrCuWM_L	2661	140.7207	211.2767	179.6325	13.8556	
MNI_MNI.img - 0	PrCuWM_R	2909	142.4882	217.8648	179.8902	15.6142	
MNI_MNI.img - 0	STWM_L	8142	137.0853	215.4616	181.2073	14.9826	
MNI_MNI.img - 0	STWM_R	9224	134.3618	219.1926	181.8663	15.5641	
MNI_MNI.img - 0	STWM_L_pole	1027	123.9302	193.1857	160.0763	12.9752	
MNI_MNI.img - 0	STWM_R_pole	998	130.1474	201.0838	165.0219	12.5820	
MNI_MNI.img - 0	MTWM_L	8695	134.0810	212.9439	185.8156	13.6259	
MNI_MNI.img - 0	MTWM_R	10279	132.0182	219.5043	186.1103	14.2677	
MNI_MNI.img - 0	MTWM_L_pole	746	132.4784	210.9989	177.1959	16.9918	
MNI_MNI.img - 0	MTWM_R_pole	659	133.2419	213.7227	179.6723	16.3546	
MNI_MNI.img - 0	ITWM_L	4507	133.3918	208.3392	175.4077	14.6336	
MNI_MNI.img - 0	ITWM_R	4479	134.6758	215.7182	179.2179	15.0759	
MNI_MNI.img - 0	FuWM_L	4497	128.7598	209.4457	171.7193	15.1592	
MNI_MNI.img - 0	FuWM_R	4737	131.1879	208.7867	171.8390	14.5296	
MNI_MNI.img - 0	SOWM_L	3930	139.4776	210.8246	186.2123	13.0663	
MNI_MNI.img - 0	SOWM_R	4482	140.1912	208.6779	184.6476	13.4600	
MNI_MNI.img - 0	MOWM_L	10513	135.9041	213.2539	182.4046	14.2920	
MNI_MNI.img - 0	MOWM_R	10690	132.8182	214.4435	182.8514	15.4843	
MNI_MNI.img - 0	IOWM_L	2051	132.3887	204.3066	176.0796	13.9989	
MNI_MNI.img - 0	IOWM_R	2778	134.4756	210.7642	179.4498	14.7427	
MNI_MNI.img - 0	CuWM_L	3550	127.6656	213.0328	177.9938	16.8889	
MNI_MNI.img - 0	CuWM_R	3069	127.8645	213.6509	174.0704	17.2239	
MNI_MNI.img - 0	LWM_L	4718	131.7148	207.8830	176.2437	16.1268	
MNI_MNI.img - 0	LWM_R	4403	124.0192	212.9025	174.6843	16.8563	
MNI_MNI.img - 0	rostralWM_ACC_L	45	123.9639	186.7797	158.4187	13.8470	
MNI_MNI.img - 0	rostralWM_ACC_R	5	152.7985	167.3362	160.4064	4.6059	
MNI_MNI.img - 0	subcallosalWM_ACC_L	69	145.1586	190.4612	171.5799	11.5071	
MNI_MNI.img - 0	subcallosalWM_ACC_R	122	136.1170	187.0530	164.9063	11.4690	
MNI_MNI.img - 0	subgenualWM_ACC_L	192	132.0829	195.4528	170.9666	12.8302	
MNI_MNI.img - 0	subgenualWM_ACC_R	82	138.0259	190.6322	167.1998	11.9628	
MNI_MNI.img - 0	dorsalWM_ACC_L	2136	128.5087	206.6088	168.5568	15.7723	
MNI_MNI.img - 0	dorsalWM_ACC_R	1526	126.7127	199.5537	161.5381	13.7033	
MNI_MNI.img - 0	PCCWM_L	3159	123.5961	205.0446	178.4870	13.9933	
MNI_MNI.img - 0	PCCWM_R	3245	129.8820	208.4356	178.0369	14.9423	
MNI_MNI.img - 0	CerebellumWM_R	10176	143.8644	231.8558	188.3339	15.3228	
MNI_MNI.img - 0	CerebellumWM_L	9926	133.8237	230.6805	187.6754	15.9091	
MNI_MNI.img - 0	MCP_cb_L	2934	167.0804	215.1808	191.9337	6.5221	
MNI_MNI.img - 0	MCP_cb_R	2944	161.8424	213.5398	192.9443	7.3039	
MNI_MNI.img - 0	ICP_pons_L	717	157.1691	233.0371	194.3514	11.1649	
MNI_MNI.img - 0	ICP_pons_R	708	157.5512	224.1264	193.9933	11.5419	
MNI_MNI.img - 0	FrontSul_L	21809	12.7065	105.2997	56.8349	17.0974	
MNI_MNI.img - 0	FrontSul_R	17795	14.0910	104.2563	59.1496	17.0891	
MNI_MNI.img - 0	CentralSul_L	3357	13.9485	105.5174	54.1686	18.0616	
MNI_MNI.img - 0	CentralSul_R	3420	14.9753	108.1733	50.2273	19.0069	
MNI_MNI.img - 0	SylFrontSul_L	4579	13.6612	107.0234	58.9571	17.3737	
MNI_MNI.img - 0	SylFrontSul_R	5060	12.0706	110.9413	61.2332	19.8824	
MNI_MNI.img - 0	SylTempSul_L	5621	13.6859	112.2530	58.2612	17.8658	
MNI_MNI.img - 0	SylTempSul_R	5327	11.8986	101.3654	58.2474	18.3618	
MNI_MNI.img - 0	SylParieSul_L	525	24.8081	93.0491	64.0948	13.8156	
MNI_MNI.img - 0	SylParieSul_R	550	17.8540	96.4001	55.0867	18.2080	
MNI_MNI.img - 0	ParietSul_L	12095	14.0640	105.8605	55.7217	17.4663	
MNI_MNI.img - 0	ParietSul_R	11654	14.0394	107.9528	53.3095	18.5276	
MNI_MNI.img - 0	CinguSul_L	6093	14.7503	98.7034	57.9596	17.1729	
MNI_MNI.img - 0	CinguSul_R	6884	12.0876	98.1384	58.4202	16.1884	
MNI_MNI.img - 0	OcciptSul_L	4176	21.8449	101.4314	60.7632	14.1998	
MNI_MNI.img - 0	OcciptSul_R	3552	15.7378	99.6427	59.9217	14.5587	
MNI_MNI.img - 0	TempSul_L	3557	19.1296	95.9036	64.1769	12.5706	
MNI_MNI.img - 0	TempSul_R	2458	21.1575	93.1658	62.3599	13.8306	
MNI_MNI.img - 0	Caudate_tail_L	459	90.8022	177.2900	136.5666	17.8023	
MNI_MNI.img - 0	Fimbria_L	29	131.1100	175.5581	154.8091	11.3557	
MNI_MNI.img - 0	Caudate_tail_R	497	83.7419	179.1230	137.7115	17.7717	
MNI_MNI.img - 0	Fimbria_R	23	131.3375	167.9142	147.7376	9.3845	
MNI_MNI.img - 0	Chroid_LVetc_L	239	84.7579	161.0750	124.4402	17.7575	
MNI_MNI.img - 0	Chroid_LVetc_R	224	74.8343	151.0468	117.6551	16.2956	

